Match ID,League,Start Date/Time,Match Length,Duration (secs),Kills Score,Winner,Radiant Team,Dire Team
4895561660,10749,10 Jul 2019 03:38,0:33:14,1994,34-15,Radiant,36,2006913
4895407807,10749,10 Jul 2019 02:27,0:44:14,2654,18-32,Dire,2006913,36
4895310107,10749,10 Jul 2019 01:36,0:41:31,2491,26-26,Dire,7225724,543897
4895242023,10749,10 Jul 2019 12:59,0:56:17,3377,22-40,Dire,36,2006913
4895166789,10749,10 Jul 2019 12:08,0:44:32,2672,28-33,Radiant,543897,7225724
4895079977,10749,10 Jul 2019 11:09,0:32:17,1937,9-27,Dire,543897,7225724
4895004631,10749,10 Jul 2019 10:17,0:30:25,1825,28-12,Radiant,543897,7225724
4894907490,10749,10 Jul 2019 09:08,0:32:21,1941,10-29,Dire,543897,7225724
4894824244,10749,10 Jul 2019 08:01,0:30:24,1824,22-9,Radiant,7225724,7098928
4894768580,10749,10 Jul 2019 07:12,0:25:01,1501,25-7,Radiant,7225724,7098928
4894690855,10749,10 Jul 2019 06:00,0:52:20,3140,19-34,Dire,7225724,7098928
4894507951,10749,10 Jul 2019 02:23,0:40:36,2436,20-46,Dire,6382242,7119077
4894468948,10749,10 Jul 2019 01:20,0:42:17,2537,40-17,Radiant,7119077,6382242
4894403418,10749,09 Jul 2019 11:44,1:07:04,4024,31-57,Dire,2672298,67
4894322762,10749,09 Jul 2019 10:13,0:56:12,3372,29-44,Dire,2672298,67
4894264887,10749,09 Jul 2019 09:20,0:18:52,1132,14-22,Dire,67,2672298
4894257480,10749,09 Jul 2019 09:17,0:28:08,1688,8-26,Dire,46,36
4894187671,10749,09 Jul 2019 08:20,0:30:08,1808,31-13,Radiant,46,36
4894186925,10749,09 Jul 2019 08:16,0:20:53,1253,24-9,Radiant,2672298,7119077
4894168276,10749,09 Jul 2019 08:02,0:32:40,1960,10-31,Dire,6382242,67
4894107881,10749,09 Jul 2019 07:24,0:30:04,1804,32-6,Radiant,36,46
4894085062,10749,09 Jul 2019 07:07,0:26:26,1586,22-7,Radiant,67,6382242
4894083817,10749,09 Jul 2019 07:00,0:44:24,2664,34-38,Dire,7119077,2672298
4894018484,10749,09 Jul 2019 06:18,0:35:41,2141,12-27,Dire,2006913,7118032
4893895177,10749,09 Jul 2019 05:14,0:38:58,2338,17-30,Dire,2006913,7118032
4893715379,10749,09 Jul 2019 04:00,0:48:26,2906,34-43,Dire,7118032,2006913
4893508790,10749,09 Jul 2019 02:45,0:35:47,2147,25-39,Dire,36,2006913
4893390956,10749,09 Jul 2019 01:47,0:41:09,2469,22-19,Radiant,7118032,46
4893349765,10749,09 Jul 2019 01:26,0:53:01,3181,31-28,Radiant,36,2006913
4893290350,10749,09 Jul 2019 12:52,0:46:54,2814,34-41,Dire,6797380,7225724
4893210050,10749,09 Jul 2019 12:00,0:57:16,3436,34-22,Dire,46,7118032
4893206092,10749,09 Jul 2019 12:00,0:59:17,3557,32-35,Radiant,2006913,36
4893194768,10749,09 Jul 2019 11:50,0:36:31,2191,21-27,Dire,6797380,7225724
4893101163,10749,09 Jul 2019 10:46,0:36:03,2163,25-12,Radiant,543897,7098928
4893015943,10749,09 Jul 2019 09:47,0:37:55,2275,25-21,Radiant,543897,7098928
4892915690,10749,09 Jul 2019 08:33,0:47:44,2864,21-34,Dire,543897,7098928
4892836621,10749,09 Jul 2019 07:24,0:32:21,1941,8-23,Dire,6797380,7098928
4892763044,10749,09 Jul 2019 06:19,0:41:36,2496,12-30,Dire,6797380,7098928
4892739831,10749,09 Jul 2019 05:55,0:20:38,1238,21-6,Radiant,543897,7225724
4892693972,10749,09 Jul 2019 05:08,0:26:03,1563,8-24,Dire,7225724,543897
4892691160,10749,09 Jul 2019 05:04,0:46:08,2768,21-14,Radiant,6797380,7098928
4892482283,10749,09 Jul 2019 12:27,0:38:22,2302,35-16,Radiant,67,5055770
4892465747,10749,09 Jul 2019 12:05,1:14:06,4446,53-40,Radiant,7119077,5679840
4892423570,10749,08 Jul 2019 11:17,0:34:52,2092,33-26,Radiant,6382242,5055770
4892406145,10749,08 Jul 2019 10:57,0:42:39,2559,19-39,Radiant,2672298,7233180
4892363826,10749,08 Jul 2019 10:15,0:30:23,1823,12-35,Dire,7220281,6382242
4892339816,10749,08 Jul 2019 09:55,0:33:13,1993,59-17,Radiant,67,5679840
4892314675,10749,08 Jul 2019 09:33,0:15:35,935,7-23,Dire,7119077,2672298
4892243619,10749,08 Jul 2019 08:36,0:41:50,2510,32-22,Radiant,7220281,5055770
4892205308,10749,08 Jul 2019 08:06,0:42:34,2554,18-40,Dire,5679840,7233180
4892157936,10749,08 Jul 2019 07:31,0:32:36,1956,13-25,Dire,6382242,7119077
4892123079,10749,08 Jul 2019 07:07,0:27:25,1645,37-13,Radiant,67,7220281
4892061752,10749,08 Jul 2019 06:27,0:54:11,3251,41-30,Radiant,6953913,5014799
4892030631,10749,08 Jul 2019 06:08,0:35:36,2136,23-16,Radiant,2006913,6209143
4891888089,10749,08 Jul 2019 04:55,0:47:56,2876,21-33,Dire,36,46
4891855782,10749,08 Jul 2019 04:40,1:01:25,3685,46-34,Dire,7119388,2006913
4891718348,10749,08 Jul 2019 03:40,0:32:00,1920,30-14,Radiant,7118032,7119388
4891703894,10749,08 Jul 2019 03:34,0:57:47,3467,43-36,Radiant,6953913,6209143
4891495610,10749,08 Jul 2019 02:05,0:47:20,2840,22-17,Radiant,5014799,46
4891494163,10749,08 Jul 2019 02:02,1:07:26,4046,53-42,Radiant,2006913,7118032
4891379575,10749,08 Jul 2019 01:02,0:26:10,1570,29-9,Radiant,36,6953913
4891314538,10749,08 Jul 2019 12:29,1:00:09,3609,39-28,Radiant,5014799,7119388
4891274138,10749,08 Jul 2019 12:00,0:32:10,1930,17-20,Dire,6209143,7118032
4891159360,10749,08 Jul 2019 10:41,0:38:11,2291,32-27,Radiant,6797380,4817649
4891159111,10749,08 Jul 2019 10:41,0:25:43,1543,17-37,Dire,6765426,543897
4891072664,10749,08 Jul 2019 09:42,0:31:48,1908,16-15,Dire,6765426,7225724
4891028474,10749,08 Jul 2019 09:12,0:38:10,2290,12-29,Dire,3785359,7098928
4890975618,10749,08 Jul 2019 08:30,0:44:35,2675,23-27,Dire,3262331,7225724
4890925224,10749,08 Jul 2019 07:50,0:51:58,3118,24-24,Radiant,543897,4817649
4890891138,10749,08 Jul 2019 07:22,0:36:36,2196,21-8,Radiant,6797380,7098928
4890854408,10749,08 Jul 2019 06:51,0:30:26,1826,28-7,Radiant,3262331,6765426
4890803314,10749,08 Jul 2019 06:05,0:44:19,2659,27-29,Dire,3785359,4817649
4890768096,10749,08 Jul 2019 05:30,0:56:17,3377,41-22,Radiant,6797380,7225724
4890756454,10749,08 Jul 2019 05:18,0:24:31,1471,33-14,Radiant,2672298,5679840
4890741448,10749,08 Jul 2019 05:03,0:25:17,1517,28-8,Radiant,543897,3262331
4890704361,10749,08 Jul 2019 04:24,0:51:11,3071,26-33,Radiant,7220281,7233180
4890686040,10749,08 Jul 2019 04:05,0:35:55,2155,32-20,Radiant,6382242,67
4890640926,10749,08 Jul 2019 03:13,0:23:02,1382,37-12,Radiant,2672298,5055770
4890624516,10749,08 Jul 2019 02:51,0:43:22,2602,23-11,Radiant,7119077,7220281
4890591079,10749,08 Jul 2019 02:05,0:31:01,1861,16-27,Dire,6382242,7233180
4890577856,10749,08 Jul 2019 01:45,0:38:16,2296,24-42,Dire,5679840,5055770
4890534860,10749,08 Jul 2019 12:45,0:50:34,3034,22-24,Radiant,2672298,67
4890527821,10749,08 Jul 2019 12:38,0:33:26,2006,12-28,Dire,7119077,7233180
4890475273,10749,07 Jul 2019 11:29,0:46:23,2783,49-29,Radiant,6382242,5679840
4890440666,10749,07 Jul 2019 10:52,1:12:30,4350,33-43,Radiant,5055770,7233180
4890404686,10749,07 Jul 2019 10:14,0:52:26,3146,17-14,Radiant,67,7119077
4890373782,10749,07 Jul 2019 09:49,0:32:01,1921,24-30,Dire,7220281,2672298
4890329559,10749,07 Jul 2019 09:11,0:30:10,1810,31-14,Radiant,46,6953913
4890306510,10749,07 Jul 2019 08:50,0:42:53,2573,8-27,Dire,5055770,7119077
4890258781,10749,07 Jul 2019 08:15,0:54:33,3273,39-23,Radiant,5679840,7220281
4890256608,10749,07 Jul 2019 08:15,0:33:13,1993,17-35,Dire,7118032,36
4890254708,10749,07 Jul 2019 08:13,0:32:54,1974,14-28,Dire,7119388,6209143
4890198782,10749,07 Jul 2019 07:31,0:50:36,3036,33-40,Dire,2672298,6382242
4890149021,10749,07 Jul 2019 07:00,0:42:32,2552,39-17,Radiant,67,7233180
4890125358,10749,07 Jul 2019 06:45,0:54:20,3260,18-32,Dire,46,2006913
4890122311,10749,07 Jul 2019 06:43,1:04:37,3877,34-32,Radiant,5014799,7118032
4889995626,10749,07 Jul 2019 05:30,0:42:08,2528,23-28,Dire,7119388,36
4889981518,10749,07 Jul 2019 05:23,0:48:56,2936,32-18,Radiant,2006913,6953913
4889881001,10749,07 Jul 2019 04:39,0:24:21,1461,24-10,Radiant,46,6209143
4889865830,10749,07 Jul 2019 04:32,0:28:10,1690,27-12,Radiant,36,5014799
4889722230,10749,07 Jul 2019 03:29,0:40:18,2418,31-18,Radiant,7119388,6953913
4889691529,10749,07 Jul 2019 03:12,0:46:31,2791,13-34,Dire,36,2006913
4889635707,10749,07 Jul 2019 02:40,0:27:17,1637,36-6,Radiant,6209143,5014799
4889610539,10749,07 Jul 2019 02:27,0:31:11,1871,5-35,Dire,4817649,7098928
4889555136,10749,07 Jul 2019 02:05,0:41:58,2518,31-19,Radiant,7118032,46
4889525518,10749,07 Jul 2019 01:42,0:34:26,2066,9-21,Dire,5014799,2006913
4889502467,10749,07 Jul 2019 01:28,0:55:02,3302,31-22,Radiant,3785359,3262331
4889496502,10749,07 Jul 2019 01:24,0:37:19,2239,14-24,Dire,543897,7225724
4889464422,10749,07 Jul 2019 01:06,0:30:57,1857,35-10,Radiant,7118032,6953913
4889414157,10749,07 Jul 2019 12:34,0:41:08,2468,37-14,Radiant,46,7119388
4889360849,10749,07 Jul 2019 11:57,0:48:48,2928,50-31,Radiant,6765426,7098928
4889343439,10749,07 Jul 2019 11:46,1:12:03,4323,34-39,Dire,6797380,3262331
4889341660,10749,07 Jul 2019 12:00,0:35:51,2151,17-27,Dire,36,6209143
4889265404,10749,07 Jul 2019 10:59,0:32:09,1929,7-25,Dire,3785359,7225724
4889233900,10749,07 Jul 2019 10:40,0:32:51,1971,15-37,Dire,6765426,4817649
4889163811,10749,07 Jul 2019 09:59,0:38:00,2280,10-35,Dire,543897,7098928
4889115579,10749,07 Jul 2019 09:36,0:35:16,2116,18-28,Dire,3785359,6797380
4889038294,10749,07 Jul 2019 08:53,0:43:49,2629,37-34,Radiant,7225724,4817649
4888974952,10749,07 Jul 2019 08:22,0:33:19,1999,23-9,Radiant,3785359,6765426
4888936676,10749,07 Jul 2019 08:01,0:32:17,1937,22-13,Radiant,543897,6797380
4888859291,10749,07 Jul 2019 07:20,0:32:34,1954,16-26,Dire,3262331,7098928
4888772755,10749,07 Jul 2019 06:33,0:57:04,3424,17-31,Dire,6765426,6797380
4888732113,10749,07 Jul 2019 06:05,0:43:15,2595,16-25,Dire,3262331,4817649
4888686136,10749,07 Jul 2019 05:31,0:34:13,2053,8-20,Dire,7098928,7225724
4888646940,10749,07 Jul 2019 05:01,0:28:12,1692,21-10,Radiant,3785359,543897
